DATE,TEAM,POINTS,HOME_AWAY,WIN_PROB,PRED_SPREAD,WON,ACTUAL_SPREAD
2022-11-12,San José State Spartans,90.0,home,0.9814680957,26.9495849579,True,22.0
2022-11-12,Bethesda University Flames,68.0,away,0.0185319043,-26.9495849579,False,-22.0
2022-11-12,Seton Hall Pirates,80.0,home,0.8116247042000001,10.2059637238,True,36.0
2022-11-12,Saint Peter's Peacocks,44.0,away,0.1883752958,-10.2059637238,False,-36.0
2022-11-12,UT Martin Skyhawks,124.0,home,0.9759808207,27.4588133457,True,59.0
2022-11-12,Champion Christian Tigers,65.0,away,0.0240191793,-27.4588133457,False,-59.0
2022-11-12,Maryland Eastern Shore Hawks,90.0,home,0.9694038378,23.6591512685,True,47.0
2022-11-12,Bryn Athyn Lions,43.0,away,0.030596162199999995,-23.6591512685,False,-47.0
2022-11-12,Purdue Fort Wayne Mastodons,81.0,home,0.8151060489000002,9.3448227542,True,5.0
2022-11-12,SIU Edwardsville Cougars,76.0,away,0.1848939511,-9.3448227542,False,-5.0
2022-11-12,La Salle Explorers,77.0,home,0.6327471672,3.3033192951,True,8.0
2022-11-12,Wagner Seahawks,69.0,away,0.3672528328,-3.3033192951,False,-8.0
2022-11-12,Rider Broncs,87.0,home,0.9829545675999999,28.7113682943,True,37.0
2022-11-12,College of New Jersey Lions,50.0,away,0.0170454324,-28.7113682943,False,-37.0
2022-11-12,UNC Asheville Bulldogs,94.0,home,0.9851284474,29.1001794886,True,48.0
2022-11-12,Brevard Tornados,46.0,away,0.014871552599999999,-29.1001794886,False,-48.0
2022-11-12,Miami (OH) RedHawks,87.0,home,0.9730197344,25.5664577506,True,43.0
2022-11-12,Goshen Maple Leafs,44.0,away,0.0269802656,-25.5664577506,False,-43.0
2022-11-12,Buffalo Bulls,62.0,home,0.40632337980000005,-2.9329359145,False,-35.0
2022-11-12,James Madison Dukes,97.0,away,0.5936766202,2.9329359145,True,35.0
2022-11-12,Ohio Bobcats,81.0,home,0.8495444391,11.1301384254,True,11.0
2022-11-12,Cleveland State Vikings,70.0,away,0.1504555609,-11.1301384254,False,-11.0
2022-11-12,Army Black Knights,77.0,home,0.928216921,17.837288401,False,-5.0
2022-11-12,Stonehill Skyhawks,82.0,away,0.071783079,-17.837288401,True,5.0
2022-11-12,Georgetown Hoyas,92.0,home,0.9583354391000001,20.9580706102,True,34.0
2022-11-12,Green Bay Phoenix,58.0,away,0.04166456090000001,-20.9580706102,False,-34.0
2022-11-12,Winthrop Eagles,76.0,home,0.5223935101,0.5479635695,True,8.0
2022-11-12,Middle Tennessee Blue Raiders,68.0,away,0.4776064899,-0.5479635695,False,-8.0
2022-11-12,Wichita State Shockers,57.0,home,0.8770671094,13.2773273175,False,-9.0
2022-11-12,Alcorn State Braves,66.0,away,0.1229328906,-13.2773273175,True,9.0
2022-11-12,High Point Panthers,91.0,home,0.6267450994,3.7742261713,True,11.0
2022-11-12,Wofford Terriers,80.0,away,0.3732549006,-3.7742261713,False,-11.0
2022-11-12,Bucknell Bison,68.0,home,0.6835074448,4.1329070118,True,18.0
2022-11-12,Niagara Purple Eagles,50.0,away,0.3164925552,-4.1329070118,False,-18.0
2022-11-12,LSU Tigers,61.0,home,0.9468882847000001,18.5464508856,True,9.0
2022-11-12,Arkansas State Red Wolves,52.0,away,0.0531117153,-18.5464508856,False,-9.0
2022-11-12,St. John's Red Storm,83.0,home,0.9283218638000001,19.0632155635,True,15.0
2022-11-12,Lafayette Leopards,68.0,away,0.0716781362,-19.0632155635,False,-15.0
2022-11-12,Lipscomb Bisons,107.0,home,0.9700688012,24.1931448382,True,53.0
2022-11-12,Campbellsville-Harrodsburg Pioneers,54.0,away,0.0299311988,-24.1931448382,False,-53.0
2022-11-12,Utah Valley Wolverines,73.0,home,0.7664861616,7.4368369546,True,4.0
2022-11-12,Northern Arizona Lumberjacks,69.0,away,0.2335138384,-7.4368369546,False,-4.0
2022-11-12,South Dakota Coyotes,82.0,home,0.9879531436,30.628840341,True,18.0
2022-11-12,Dakota State Trojans,64.0,away,0.012046856400000002,-30.628840341,False,-18.0
2022-11-12,Rhode Island Rams,66.0,home,0.6854685176,5.0296357332,False,-4.0
2022-11-12,Texas State Bobcats,70.0,away,0.3145314824,-5.0296357332,True,4.0
2022-11-12,UNLV Rebels,88.0,home,0.9598027066,20.1260604872,True,25.0
2022-11-12,Incarnate Word Cardinals,63.0,away,0.04019729339999999,-20.1260604872,False,-25.0
2022-11-13,Saint Francis Red Flash,77.0,home,0.7293681974999999,6.2205743579,True,24.0
2022-11-13,Hartford Hawks,53.0,away,0.2706318025,-6.2205743579,False,-24.0
2022-11-13,Milwaukee Panthers,112.0,home,0.9659894279,23.3010366241,True,74.0
2022-11-13,Cardinal Stritch Wolves,38.0,away,0.0340105721,-23.3010366241,False,-74.0
2022-11-13,Marist Red Foxes,75.0,home,0.5448543133,1.1845703408,False,-3.0
2022-11-13,Binghamton Bearcats,78.0,away,0.45514568670000005,-1.1845703408,True,3.0
2022-11-12,New Orleans Privateers,65.0,home,0.9634101298000001,24.7288754753,True,2.0
2022-11-12,St. Francis (IL) Fighting Saints,63.0,away,0.0365898702,-24.7288754753,False,-2.0
2022-11-12,Nevada Wolf Pack,59.0,home,0.6981299633,5.460892171,True,13.0
2022-11-12,Grand Canyon Lopes,46.0,away,0.3018700367,-5.460892171,False,-13.0
2022-11-12,Southeast Missouri State Redhawks,83.0,home,0.9457987885999999,20.3723058208,True,37.0
2022-11-12,Lyon Scots,46.0,away,0.0542012114,-20.3723058208,False,-37.0
